.streams.0.codec_name,.streams.0.codec_type,.streams.0.width,.streams.0.height,.streams.0.pix_fmt,.streams.0.avg_frame_rate,.streams.0.duration,.streams.0.nb_frames,.format.filename,.format.format_name,.format.size,.format.bit_rate,.frame.B,.frame.I,.frame.P
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,006_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7174695,5734021,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,006_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",198743878,158836266,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,006_mpeg_1K.jpg,image2,285639,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,006_mpeg_2K.jpg,image2,406417,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,006_mpeg_480p.jpg,image2,99967,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,006_mpeg_4K.jpg,image2,663572,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,006_mpeg_720p.jpg,image2,166657,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,006_mpeg_8K.jpg,image2,1814297,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,006_png_1K.png,png_pipe,12794327,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,006_png_2K.png,png_pipe,22899059,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,006_png_480p.png,png_pipe,2532196,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,006_png_4K.png,png_pipe,51603800,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,006_png_720p.png,png_pipe,5680064,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,006_png_8K.png,png_pipe,181674559,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,006_webp_1K.webp,webp_pipe,219778,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,006_webp_2K.webp,webp_pipe,324600,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,006_webp_480p.webp,webp_pipe,65522,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,006_webp_4K.webp,webp_pipe,575734,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,006_webp_720p.webp,webp_pipe,120910,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,006_webp_8K.webp,webp_pipe,2021450,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,007_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5410024,4323695,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,007_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10154283,8115311,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,007_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2421467,1935238,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,007_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",20863665,16674257,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,007_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3648306,2915729,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,007_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",85782838,68557712,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,007_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12966319,10362692,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,007_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26792153,21412310,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,007_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5279386,4219289,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,007_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",60307327,48197663,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,007_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8036678,6422919,222,2,76
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,007_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",195678137,156386123,222,2,76
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,007_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12879352,10293188,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,007_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26194517,20934678,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,007_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4944764,3951859,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,007_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58801810,46994453,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,007_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7784302,6221220,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,007_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",197757459,158047919,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,007_mpeg_1K.jpg,image2,292580,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,007_mpeg_2K.jpg,image2,416332,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,007_mpeg_480p.jpg,image2,93354,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,007_mpeg_4K.jpg,image2,833587,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,007_mpeg_720p.jpg,image2,160479,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,007_mpeg_8K.jpg,image2,3320867,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,007_png_1K.png,png_pipe,15837062,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,007_png_2K.png,png_pipe,28272839,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,007_png_480p.png,png_pipe,3120255,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,007_png_4K.png,png_pipe,63491609,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,007_png_720p.png,png_pipe,7036820,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,007_png_8K.png,png_pipe,233046324,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,007_webp_1K.webp,webp_pipe,339660,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,007_webp_2K.webp,webp_pipe,740864,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,007_webp_480p.webp,webp_pipe,63548,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,007_webp_4K.webp,webp_pipe,2289924,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,007_webp_720p.webp,webp_pipe,133586,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,007_webp_8K.webp,webp_pipe,12510980,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,008_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4980046,3980056,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,008_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9019006,7207996,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,008_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2207269,1764051,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,008_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",18475921,14765970,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,008_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3278147,2619897,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,008_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",82325482,65794591,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,008_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12814082,10241024,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,008_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25949365,20738753,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,008_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6249859,4994892,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,008_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59064858,47204681,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,008_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8434459,6740826,222,2,76
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,008_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",203207079,162403259,221,2,77
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,008_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12927678,10331810,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,008_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25977996,20761635,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,008_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6329508,5058547,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,008_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58837580,47023040,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,008_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8289389,6624886,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,008_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",197354539,157725905,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,008_mpeg_1K.jpg,image2,277479,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,008_mpeg_2K.jpg,image2,386136,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,008_mpeg_480p.jpg,image2,85443,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,008_mpeg_4K.jpg,image2,704705,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,008_mpeg_720p.jpg,image2,155102,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,008_mpeg_8K.jpg,image2,1931008,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,008_png_1K.png,png_pipe,15545331,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,008_png_2K.png,png_pipe,27705456,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,008_png_480p.png,png_pipe,3069721,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,008_png_4K.png,png_pipe,62500399,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,008_png_720p.png,png_pipe,6927770,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,008_png_8K.png,png_pipe,235907140,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,008_webp_1K.webp,webp_pipe,223378,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,008_webp_2K.webp,webp_pipe,358054,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,008_webp_480p.webp,webp_pipe,55028,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,008_webp_4K.webp,webp_pipe,782990,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,008_webp_720p.webp,webp_pipe,111540,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,008_webp_8K.webp,webp_pipe,6047164,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,009_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5244949,4191767,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,009_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9609957,7680285,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,009_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2374249,1897501,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,009_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",19217172,15358379,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,009_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3490481,2789595,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,009_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",70088678,56014927,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,009_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13694302,10944497,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,009_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26910287,21506722,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,009_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6673099,5333146,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,009_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58650297,46873364,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,009_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9101301,7273767,222,2,76
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,009_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",200910783,160568058,221,3,76
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,009_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13258280,10596027,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,009_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26518860,21193894,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,009_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6476666,5176156,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,009_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59820420,47808527,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,009_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8981456,7177986,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,009_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",198065729,158294288,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,009_mpeg_1K.jpg,image2,293555,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,009_mpeg_2K.jpg,image2,431885,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,009_mpeg_480p.jpg,image2,106798,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,009_mpeg_4K.jpg,image2,738302,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,009_mpeg_720p.jpg,image2,176172,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,009_mpeg_8K.jpg,image2,1985180,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,009_png_1K.png,png_pipe,15340767,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,009_png_2K.png,png_pipe,27277038,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,009_png_480p.png,png_pipe,3023944,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,009_png_4K.png,png_pipe,61348013,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,009_png_720p.png,png_pipe,6835730,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,009_png_8K.png,png_pipe,232528227,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,009_webp_1K.webp,webp_pipe,278808,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,009_webp_2K.webp,webp_pipe,436404,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,009_webp_480p.webp,webp_pipe,76184,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,009_webp_4K.webp,webp_pipe,889386,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,009_webp_720p.webp,webp_pipe,148090,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,009_webp_8K.webp,webp_pipe,5205890,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,010_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4862238,3885904,0,2,298
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,010_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9262628,7402699,0,2,298
av1,video,910,480,yuv420p,30000/1001,10.01,300,010_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2179053,1741500,0,2,298
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,010_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",18976116,15165727,0,2,298
av1,video,1365,720,yuv420p,30000/1001,10.01,300,010_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3169377,2532968,0,2,298
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,010_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",70457250,56309490,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,010_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10255676,8196344,217,2,81
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,010_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",21092345,16857018,193,2,105
h264,video,910,480,yuv420p,30000/1001,10.01,300,010_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4415506,3528875,221,2,77
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,010_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",51769509,41374232,147,2,151
h264,video,1365,720,yuv420p,30000/1001,10.01,300,010_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6616731,5288096,218,2,80
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,010_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",229483478,183403379,218,5,77
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,010_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12255642,9794718,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,010_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25232010,20165442,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,010_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4484357,3583901,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,010_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",57354829,45838025,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,010_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6639646,5306410,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,010_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",196093463,156718052,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,010_mpeg_1K.jpg,image2,352196,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,010_mpeg_2K.jpg,image2,518603,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,010_mpeg_480p.jpg,image2,116294,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,010_mpeg_4K.jpg,image2,875644,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,010_mpeg_720p.jpg,image2,196933,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,010_mpeg_8K.jpg,image2,2547702,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,010_png_1K.png,png_pipe,15998249,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,010_png_2K.png,png_pipe,28494820,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,010_png_480p.png,png_pipe,3160511,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,010_png_4K.png,png_pipe,64159551,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,010_png_720p.png,png_pipe,7133313,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,010_png_8K.png,png_pipe,244808199,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,010_webp_1K.webp,webp_pipe,301626,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,010_webp_2K.webp,webp_pipe,527938,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,010_webp_480p.webp,webp_pipe,78818,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,010_webp_4K.webp,webp_pipe,1393998,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,010_webp_720p.webp,webp_pipe,152748,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,010_webp_8K.webp,webp_pipe,8174222,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,011_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5277236,4217571,0,2,298
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,011_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10479319,8375080,0,2,298
av1,video,910,480,yuv420p,30000/1001,10.01,300,011_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2422164,1935795,0,3,297
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,011_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",23264882,18593312,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,011_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3632405,2903020,0,3,297
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,011_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",92243194,73720834,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,011_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12522881,10008296,209,2,89
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,011_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",24206239,19345645,208,2,90
h264,video,910,480,yuv420p,30000/1001,10.01,300,011_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4759576,3803856,209,2,89
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,011_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",52596717,42035338,208,2,90
h264,video,1365,720,yuv420p,30000/1001,10.01,300,011_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7766326,6206853,209,2,89
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,011_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",179432236,143402386,215,3,82
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,011_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",11713963,9361808,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,011_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",23401876,18702798,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,011_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4117398,3290627,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,011_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",51720723,41335243,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,011_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7027849,5616662,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,011_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",173877674,138963176,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,011_mpeg_1K.jpg,image2,316321,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,011_mpeg_2K.jpg,image2,479166,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,011_mpeg_480p.jpg,image2,105564,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,011_mpeg_4K.jpg,image2,849168,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,011_mpeg_720p.jpg,image2,171780,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,011_mpeg_8K.jpg,image2,2283054,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,011_png_1K.png,png_pipe,16520222,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,011_png_2K.png,png_pipe,29403776,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,011_png_480p.png,png_pipe,3269887,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,011_png_4K.png,png_pipe,65911455,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,011_png_720p.png,png_pipe,7358353,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,011_png_8K.png,png_pipe,261121039,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,011_webp_1K.webp,webp_pipe,337690,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,011_webp_2K.webp,webp_pipe,539366,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,011_webp_480p.webp,webp_pipe,86980,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,011_webp_4K.webp,webp_pipe,1014422,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,011_webp_720p.webp,webp_pipe,170472,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,011_webp_8K.webp,webp_pipe,2779898,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,012_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5590899,4468250,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,012_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10244172,8187150,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,012_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2477937,1980369,0,1,299
